non_standard_date_0,non_standard_date_1,category_2,id_3,name_4,complex_5,non_standard_date_6,small_floats_7,category_8,very_large_number_9,boolean_10,mixed_numeric_11,mixed_dates_with_nulls_12,non_standard_date_13,mixed_dates_with_nulls_14,non_standard_date_15,complex_16,small_floats_17,boolean_18,category_19,utf8_20,utf8_21,mixed_names_with_nulls_22,category_23,mixed_dates_with_nulls_24,utf8_25,category_26,utf8_27,id_28,small_floats_29,small_floats_30,mixed_dates_with_nulls_31,mixed_dates_with_nulls_32,utf8_33,utf8_34,non_standard_date_35,complex_36,non_standard_date_37,mixed_names_with_nulls_38,very_large_number_39,complex_40,very_large_number_41,id_42,boolean_43,boolean_44,non_standard_date_45,id_46,category_47,mixed_numeric_48,non_standard_date_49,very_large_number_50,non_standard_date_51,mixed_numeric_52,id_53,name_54,non_standard_date_55,small_floats_56,mixed_dates_with_nulls_57,mixed_numeric_58,mixed_dates_with_nulls_59,boolean_60,sparsed_columns_61,boolean_62,non_standard_date_63,small_floats_64,non_standard_date_65,sparsed_columns_66,mixed_numeric_67,mixed_dates_with_nulls_68,small_floats_69,complex_70,boolean_71,id_72,mixed_numeric_73,very_large_number_74,email_75,mixed_missing_values_76,email_77,category_78,category_79,id_80,mixed_numeric_81,complex_82,non_standard_date_83,email_84,email_85,mixed_dates_with_nulls_86,mixed_names_with_nulls_87,id_88,mixed_dates_with_nulls_89,very_large_number_90,complex_91,non_standard_date_92,category_93,non_standard_date_94,small_floats_95,very_large_number_96,mixed_numeric_97,boolean_98,id_99
1995-02-24,2011-04-19,B,1037811097,Joseph Vazquez,(0.7649758573853256+0.028971266983761623j),05-09-2009,0.28741264814459266,B,23372666067668136628,True,434,01-04-2014,02-08-1997,,22-10-2007,(0.8578372647811174+0.9672050471105104j),0.9427246602326486,False,C,莫琴,鞠婷婷,Melinda Welch,C,10-11-2002,朱佳,,刘玲,71386,0.4001792321302299,0.07058929714994011,30-06-2002,,马桂英,王秀芳,04-21-2012,(0.2887728353183472+0.0947329541698777j),06-04-1995,,48871932624851541342,(0.47814327168082615+0.14040567428755868j),59255629458134936723,8445776940,YES,False,19-08-1996,85436,,245,05-19-2003,32068395236096345146,10/17/1999,526,4757269159,Carly Wolf,17-06-2013,0.4129248053155038,,wear,11-04-2024,False,reflect,True,03/12/03,0.4059029037472831,12-08-2017,all,597,15-07-2014,0.9029858410990532,(0.2856828788864977+0.7018328452938012j),False,7424860380,432,83938690703634397710,christopher33@example.org,missing,garciarachel@example.net,C,A,24219,740,(0.614222340955873+0.5459159965216287j),1995-06-16,kathytaylor@example.org,hilldeborah@example.org,,,84889,12-04-2010,44972650880719125411,(0.8040786430841655+0.5781291468465467j),10-10-2005,A,2022-03-14,0.2706024561138043,23402334161929411697,full,,8284477197
2001-09-23,2022-05-14,,4596251295,Sara Villa,(0.6849663671486799+0.12941229955850864j),22-08-2017,0.4774574417346503,B,96050878892119681479,,clearly,21-07-2010,01-22-2018,09-16-1999,09-11-2010,(0.2356975407659141+0.3449664702271429j),0.5914885543096652,False,B,谢桂香,王柳,,C,07-21-2011,黄辉,D,陈楠,23545,0.101979053485449,0.9427671065303752,19-10-2015,13-01-1998,钟淑华,程宇,05-21-1998,(0.4592933257673585+0.23019366955060316j),03-17-2016,,22667275630368767133,(0.08641349060144166+0.8081090288249118j),66082638694934676039,4196594632,,True,2019-03-30,62723,D,759,03-04-1996,89851244305999029630,12-26-2022,833,7377566415,Karen Salas,07-09-1995,0.24637094424860773,,927,,YES,,False,07/08/2002,0.06782991919878312,13-06-2006,kid,less,22-08-1994,0.5298382980397143,(0.5782898106180376+0.031011393741735338j),True,7848892519,school,54791973207538535404,tgrant@example.net,,ymorales@example.com,A,D,83067,871,(0.8572869690678012+0.34149874821342685j),2021-04-16,michael36@example.com,ilambert@example.org,22-06-2008,,72244,11-14-2001,28675002452643641553,(0.6765304567676096+0.6384791643628923j),01-15-2013,A,2020-11-12,0.40697385575541056,40435853748679202814,space,YES,3890633349
2022-06-05,2022-11-22,D,2595247969,Charles Tanner,(0.6839161890989834+0.3943626596602675j),16-02-2024,0.7653370315830268,B,25029549961363622927,NO,338,04-10-2020,2011-02-18,,23-08-2022,(0.4738959493393555+0.852114276514718j),0.9524966487612418,,A,傅雷,吴璐,,B,08-11-2011,张建,A,李婷婷,41319,0.5309394071989256,0.9599567210173228,21-06-2013,,杜玲,吴岩,08-12-2007,(0.913123850112839+0.6202040496834331j),03-10-2008,Mary Smith,20012334395829620147,(0.9994449600173346+0.8891769471843887j),7522127356065337973,6102454966,,True,2019-01-03,54443,,laugh,02-02-2001,88858291259727846128,01-02-2016,when,5530661715,Elizabeth Ortiz,01-05-2010,0.723325137227759,,685,20-05-2021,NO,,False,10-10-1995,0.2686264018650183,03-01-2015,gun,indeed,28-02-2014,0.4348554913704197,(0.842557024562522+0.4280208292230627j),True,6224303529,810,3904368112620315631,dsummers@example.net,why,lindseyjenna@example.com,C,C,51467,threat,(0.7970782081941579+0.23842172548803064j),2018-09-24,gregorywhite@example.org,vdawson@example.com,03-06-2020,,46898,,15388456467997064092,(0.4754394929950654+0.9611269774962439j),10-05-2019,C,2007-07-06,0.3397399483333614,95309421488326317196,soon,True,2628292861
12/10/12,2011-07-06,B,5627950867,Kenneth Fischer,(0.24259656029843246+0.6678560828840896j),27-12-2009,0.5478110134429469,B,57329255007324220539,YES,fill,03-01-2000,19/02/19,04-19-2014,20-02-1997,(0.525824277635497+0.7712767892398589j),0.7952667204450881,NO,B,贺想,吴婷,Julie Adams,A,,廖鹏,,郭玉兰,17562,0.6189407098849258,0.16924465997630755,,,李秀荣,吴红,05-06-2018,(0.7176180161701392+0.37365032389627884j),05-16-2013,,15650107906005731091,(0.26685342097389997+0.5365851362493923j),74362750332559360888,9446024457,YES,False,12-28-2022,27772,C,222,09-10-1997,18322332265645413875,01/06/2001,fall,4655202504,Susan Burton,25-04-2005,0.48976680024671415,2005-12-24,sense,08-02-2018,False,level,YES,10-20-2021,0.2773528573314006,09-06-2023,,580,25-12-2010,0.21064169522767207,(0.10924968167127402+0.8144527627044769j),True,8292958666,719,97154916559019982152,arthurwilson@example.org,,taylor76@example.org,,,26999,158,(0.7731653718447399+0.01177356956060216j),1995-01-31,meganlynn@example.net,timothy87@example.net,13-02-1996,Jeffrey Case,78619,,35591269884829280631,(0.18164402433261062+0.6546178712039237j),07-19-2018,,1995-12-18,0.14867450367881818,28293716357505168801,859,False,5844910187
14-04-2000,1997-08-15,D,7099522312,Evan Smith,(0.5843934295486137+0.6425457100230967j),05-11-2010,0.6513468522241124,C,47824854051721186699,True,guy,22-09-2010,16/08/16,07-31-2011,06-01-2011,(0.22997866593049254+0.4408876981920141j),0.08865285830313463,False,D,谢萍,朱彬,Terri Jones,B,10-11-2008,刘玲,,林玉,10384,0.7428877413912633,0.19367686771896908,15-10-2017,,韩淑英,张敏,03-24-1996,(0.8589558038889742+0.001253833742709265j),05-28-2009,Christopher Mcmillan,97545557494364987967,(0.8768347491174295+0.48682321256741423j),66918979460413731374,5747507410,True,False,03-31-1996,37952,A,try,04-28-2000,36636073679994677912,17/08/17,879,7735499533,Jamie Navarro,06-02-2007,0.1618384940611589,,158,25-03-2023,,start,NO,26/05/26,0.7180534361979286,01-11-2020,,363,,0.2147422084685623,(0.352110705508631+0.2331103223773251j),False,2479591238,239,33238486384138405594,grantjeremy@example.net,,sarah44@example.org,C,D,49713,272,(0.9277600485753297+0.4849511151061131j),2005-03-06,nmcgee@example.com,davidnathaniel@example.com,,,96875,,69769503440595433692,(0.46611227166780356+0.9069845875527436j),09-22-1999,B,2000-01-26,0.40353350594019444,26194684902171101454,443,NO,9269929544
2011-09-06,2002-06-17,A,7157442893,Jorge Anderson,(0.9270823632418868+0.9606384958243203j),02-07-2016,0.19136300468238676,D,1447632826956508993,True,182,,09-17-2010,,13-10-2006,(0.8987764559442575+0.04040073752541029j),0.058926806381899066,False,C,彭娟,何辉,,A,09-09-2021,姚建,B,李海燕,75491,0.7025948952983696,0.06488016342113956,28-03-2023,,王小红,龙宁,03-12-2011,(0.7499924350737379+0.9851767554519789j),09-10-2015,,28756544771437213281,(0.08039413019719033+0.04061862188868359j),87282737369358395798,5650510016,YES,True,05/12/2006,40259,A,better,07-20-2002,55477886680970461700,29/01/29,year,4766785192,Dr. Ryan Garrett,27-04-2008,0.2014489418216796,,knowledge,,,,True,09/27/2006,0.22646129290147865,09-11-2013,special,significant,20-05-2008,0.6210847962969005,(0.5528752316981985+0.6734125249761808j),True,6347940926,chance,7005876445053307955,hhudson@example.org,black,kellyowens@example.net,B,B,36919,coach,(0.8268869184447191+0.4556885799515594j),1995-05-19,brandon50@example.com,scottvelasquez@example.net,,Stephen Paul,89193,,50637403662612753642,(0.7337536890219338+0.8127335590509902j),05-23-2012,D,2007-05-20,0.03989783385348311,1256340689514960661,learn,NO,5349996730
2019-03-26,2016-04-02,D,1500720801,Jeffrey Shaw,(0.6010334886233871+0.6478489884874974j),02-09-1997,0.4046594399190562,D,69795705222310326512,YES,site,01-05-2020,12/10/1994,,21-04-2000,(0.6344511115075038+0.7059046677272303j),0.1474747609133613,NO,B,史超,王秀珍,,D,,杨敏,,王秀芳,20103,0.10591138205652684,0.4579602582926582,15-04-2020,,王东,张俊,04-19-2006,(0.7841365065059025+0.502866182326569j),08-04-2019,Brittany Reed,78328494407711145225,(0.3331236001443141+0.8315103733729989j),87297232537342517414,5343545906,False,False,07/07/2001,72383,B,223,04-05-2019,57571723476596123856,12-27-2005,296,1974576535,Darren Rodriguez,09-01-2009,0.1121686743010114,2014-07-18,875,18-07-2017,NO,,True,2002-07-07,0.8463179289116102,13-04-1998,production,under,31-07-2014,0.28583366893899265,(0.9682725347234367+0.3025302976314507j),True,7462778784,must,18244910370716983677,ortegakatrina@example.net,usually,sabrinaduncan@example.com,,D,88372,local,(0.7027394606364626+0.12456338213970919j),2019-01-19,alexandria40@example.org,susancruz@example.org,10-03-2012,,17095,01-14-2021,33741234191849627586,(0.17224912033223672+0.8923075882505357j),11-27-1996,,2002-01-21,0.2976789898720116,25778185040588461864,federal,YES,1462672530
06-14-2018,2022-01-13,,8908942273,Michael Bruce,(0.25503035974911026+0.7405909744776163j),28-11-1997,0.5909292747216961,,43770494073802772268,,author,13-07-2007,2022-10-06,03-01-2006,25-02-2011,(0.9035945406608605+0.42949177960310203j),0.48794236623019827,,C,柯利,朱莉,,D,,刘晨,,梁建华,71728,0.7162143849240578,0.28244767824078243,10-10-2008,,黄荣,李想,10-03-2002,(0.2929268148951991+0.4278597662146759j),01-31-2006,,57228799111825058793,(0.5053037833618134+0.6261927714037248j),62620885981262358559,2492940771,,True,11-07-2023,95260,D,but,11-14-2008,77735376234011819501,08-18-2013,819,1641958783,Thomas Watson,18-09-1996,0.989513919737987,,281,14-01-2010,,,YES,02/27/2000,0.7012494844558925,12-06-2014,dark,17,30-05-1998,0.6732741422424098,(0.8041245991103164+0.6648181904734362j),True,3877233688,avoid,42021667361173901695,nelsontamara@example.org,Missing,joesantiago@example.org,B,C,84171,102,(0.03636515692188491+0.7395681456065353j),2018-08-28,kmiller@example.org,alfred21@example.org,,Carly Hale,86910,,13268543788988813717,(0.19520711681970804+0.26703657365903133j),02-11-2008,A,2008-10-05,0.9475571195941425,98648686633574449224,5,YES,3684911019
02/10/02,1995-04-12,A,5388029063,Justin Fowler,(0.6007955556873266+0.029155587866358745j),28-04-1997,0.9595279973278282,C,69826836711488446913,NO,central,,2004-06-01,,08-01-2013,(0.5137662682574454+0.39703375761778803j),0.24575017781911523,False,C,陆秀英,潘建军,Jennifer Williams,B,01-31-2017,朱鑫,C,李岩,32106,0.6663068818029272,0.17892556926950742,,22-07-2021,张秀珍,朱桂荣,11-07-2011,(0.14739150264306022+0.296203198264835j),08-01-2021,,50187996853465982494,(0.28437982951268925+0.45020139623447764j),56222231187109711957,3286019837,NO,True,06/01/2016,33570,,64,01-20-2015,10617136741224167472,05-31-2013,away,6995404307,John Ballard,14-12-1999,0.49262202640368535,,731,,True,,False,15/12/15,0.9306196618575815,03-10-2010,whatever,about,,0.9413095486662545,(0.6651454089185189+0.7787562993140129j),True,7744734168,crime,74326368209151528713,ahuynh@example.org,Not found,lowelaurie@example.org,D,B,20526,short,(0.21645589956855582+0.7653217895977128j),1996-10-21,raymond13@example.net,angelamckay@example.org,,,49954,08-25-2023,55541591484288256783,(0.019006284615340374+0.1410917865072706j),03-15-2023,,2010-08-09,0.3350647836554236,20895692126863727219,397,False,4847497296
22/10/22,2018-01-21,B,7042367723,Jeffrey Padilla,(0.3663890665807287+0.09264211751628992j),25-04-1999,0.9236281488054225,B,34401445666170703844,True,eat,,2010-12-22,,06-04-2012,(0.08431276079245253+0.9427782844354837j),0.8473606234255838,NO,,刘海燕,马琴,,,,李文,A,袁凤英,59976,0.009512692955957358,0.24217319321786346,,,陈文,陈帅,01-13-2015,(0.9982948268634342+0.4102820340759641j),01-11-2022,Aaron Wilson,22920535831489165642,(0.7749574594554904+0.4101181120677414j),61375335720706442433,5223107723,True,True,01-07-2020,69964,D,359,12-02-2022,30069508078929381837,12/09/12,964,7026608297,Alan Guerrero,01-07-2012,0.37640076402280287,,495,08-08-2007,NO,,True,2014-02-07,0.5856003667947226,19-11-2000,,fight,25-10-2019,0.7235262124064633,(0.14898265520574105+0.0831621135140338j),True,3324147178,from,49097536862324243442,reginawhite@example.com,until,orobinson@example.com,C,B,17143,428,(0.7684945510966108+0.6104842719084932j),2012-06-02,coopertodd@example.net,kparker@example.net,,Dwayne Wright,48545,12-19-2015,23265790662024008768,(0.823113351737129+0.12049834565014661j),09-03-2023,,2012-07-28,0.4183006192343216,96056123372632279056,some,True,3931129217
03-04-1995,2020-04-19,,5521552970,Steven Young,(0.5968864735907813+0.7925468278856804j),02-09-2022,0.6221023977980649,C,26633624736664750625,False,810,,2014-10-27,04-21-2020,05-06-2009,(0.9017009272920352+0.9273838832857453j),0.9224810576852779,,B,徐丽,沈春梅,,A,08-13-2007,田丽,,康红霞,28579,0.7314838617073006,0.7419233179192504,,,王莹,黄红,03-02-2011,(0.20522693980451734+0.639833620659105j),04-17-2012,,94629744789219611966,(0.030796430427601384+0.7147370484306451j),32594954406340798536,2665813461,True,False,2023-06-30,17361,B,867,08-21-2003,71438655741617503077,09/01/09,613,1021598234,Sarah Ruiz,24-10-2021,0.7761274868704922,1995-07-21,size,12-05-2015,YES,mind,,08/15/2010,0.5140807786832934,26-06-2008,to,television,,0.5276914514846658,(0.8301234703163592+0.1905193976820022j),True,7300869478,spring,72663241564622031036,dustin92@example.com,Not found,brownbarbara@example.org,C,A,39862,under,(0.09597935045315487+0.07098538400536003j),2008-03-10,kristenlee@example.net,wpierce@example.net,22-03-2018,Miguel Beasley,54129,,51348225779481010877,(0.2532142482400943+0.6691739036770066j),07-27-2022,D,1999-11-17,0.45631251786779947,53427924054429149155,425,NO,8060658719
2020-04-09,1999-08-11,C,2857617083,Karen Duran,(0.016777497095976535+0.021414493068825258j),08-11-2005,0.32883726870384644,B,94953083972043256570,False,these,,02/06/02,03-06-2005,26-03-2022,(0.00675929741861192+0.2906787924714951j),0.08316393564963864,YES,A,谭梅,张艳,,C,10-17-1998,黄娜,A,李坤,79748,0.2175808381445561,0.025226402746052812,16-04-2015,11-11-2009,王桂兰,温欢,09-15-1994,(0.9691881343156833+0.615271096527973j),01-10-2022,Micheal Waller,8860255640576301920,(0.1793254417996054+0.9154660419857815j),25782089488587219337,6121581635,True,False,2013-06-06,67117,,bit,03-05-2011,94308863346038415999,01-18-2007,919,8864059363,Robert Ritter,15-03-2012,0.9897861252392701,2016-05-03,note,16-09-1994,,himself,,2021-06-05,0.12044905364521452,18-06-2014,hair,544,08-10-2001,0.9362482456868501,(0.014892901846176976+0.727666507797174j),True,6465718688,event,18129339054536334578,michael67@example.net,,cmartin@example.org,D,B,22622,980,(0.5473183021909725+0.028852820474717267j),2012-06-02,holdenrandy@example.net,ffischer@example.com,,,72610,,24174013617416219561,(0.03280584277136167+0.539455876157951j),12-10-2023,C,2019-08-14,0.3474148759623882,11658515255059466151,hair,True,5102710796
11-28-2005,1997-08-01,C,8575688413,Manuel Carter,(0.37313527296599835+0.9195207793448396j),09-10-1994,0.8604458660060478,C,3431401866495896504,,954,20-01-2013,07-11-2015,07-08-2006,25-05-2015,(0.5047867340625403+0.19701246695303565j),0.9443872055012966,,D,董俊,张建,Lisa Brown,A,,李林,C,贺璐,47133,0.38678635361843383,0.7016839651931349,,27-06-2015,戴莉,马洁,02-16-1996,(0.9945002389499205+0.9182448755606455j),10-25-2016,,24483711819003418,(0.9957220407454834+0.20035720978927218j),3125051663904411466,6298239267,False,True,19/10/19,96844,A,face,05-20-1995,39572248308892517610,1999-06-15,happy,4973520035,Michael Copeland,20-06-1998,0.666672610048578,2011-04-10,496,10-10-1998,,attack,,16-12-2004,0.533500968580723,08-05-2012,drop,until,08-10-2001,0.49107955509540924,(0.13222027021767613+0.2602443104401032j),False,6676865870,on,91523735699129255638,rdavis@example.com,,shelbysullivan@example.org,C,C,61088,myself,(0.7011892854531917+0.8439970804271928j),2013-03-09,timothy65@example.net,amybrown@example.com,22-09-2014,,11043,,66874300673589543439,(0.8681770662000353+0.11154179778498685j),03-21-2007,D,2010-04-13,0.1272809575473468,24326998713801443379,70,,2600383331
10-08-1995,2006-06-18,,5736981095,Daniel Smith,(0.8277077015963015+0.5378778360481794j),25-02-2024,0.6542943067206132,C,14090025887978621007,False,579,,04/26/2002,,05-01-2008,(0.4427112437387366+0.18583027681722508j),0.1642683868474205,True,A,王婷,吴荣,Benjamin Rush,D,09-28-2010,傅明,B,李丽娟,16673,0.5144790626841994,0.5533931089389608,06-07-1997,,石凤英,王丽娟,07-31-2000,(0.23275634723995453+0.16159853348909892j),11-07-2011,,98485158479424206843,(0.3217171494217991+0.8528549343041355j),42840677948178716125,8168480699,YES,False,21-12-1999,10091,A,77,03-04-1995,50266513633021707069,12/28/2017,career,9418082538,Anthony Cox,29-06-1997,0.4057554041836461,,783,09-10-2011,NO,listen,NO,1997-05-20,0.23547422619747382,02-11-2013,popular,863,,0.973474504550389,(0.28452247981759027+0.8924088514626876j),False,9029157805,drop,10405738148716457003,garciabreanna@example.net,,hsimon@example.com,D,B,63702,three,(0.19610623156787177+0.8021285720125817j),2008-06-28,taylorjohn@example.org,howardashley@example.net,02-08-2018,Dr. Maria Glover,21452,09-07-2000,14890521289798594600,(0.13996467475033436+0.022282243765668452j),03-25-2002,D,2001-02-12,0.5950426509721918,83006727595272074434,agreement,True,7743207409
2004-10-30,2010-05-25,,9187862919,Lisa Conley,(0.7018587424662939+0.3041730358997242j),17-03-2013,0.8573364863807437,C,33772390035065223,False,772,02-08-2010,26/02/26,06-04-2011,18-08-2004,(0.4357195385059518+0.3825449762212183j),0.21710557998864566,False,,杨宇,牛桂荣,,,,吴桂芳,B,李琴,93449,0.10541856139259365,0.04622540886150184,,21-03-2018,缪海燕,张桂芝,02-03-2017,(0.7324452737820069+0.13848385264476082j),11-08-2019,Jessica Thomas,69578371972694810879,(0.9482208252721879+0.035330184589886016j),92543717327245051099,1642147923,NO,True,06/02/1995,32501,A,system,03-07-2011,63558333520802927307,07-29-1995,659,4628422118,Kristen Parks,29-05-2011,0.7190526100372336,2009-05-27,820,,,,,09-03-2000,0.40581334195456187,25-10-2000,,must,24-11-2010,0.2609306192430947,(0.08007944498743791+0.7152965504166613j),False,7891590033,569,41105439220168833414,rhodesjessica@example.org,Not found,thomastiffany@example.org,,A,91309,source,(0.055652146022050375+0.6170170515994756j),2004-11-24,jonesveronica@example.com,mark60@example.com,25-12-2019,Christina Phillips,49002,04-11-2009,64390897642109630081,(0.07195703614153337+0.12697368470245773j),08-02-2017,C,2005-07-02,0.9807534123242231,46424448362245300659,569,YES,9987908786
11-05-2011,1999-12-15,B,9702352024,Jeffrey Davenport,(0.2907687269651801+0.4515964729512497j),22-01-1998,0.9265438931205746,A,47545522537574563842,,658,11-04-2007,03-04-1998,,20-09-2022,(0.9992816084711486+0.9335707813068778j),0.4277571735520178,False,A,张金凤,邓红梅,Thomas Wheeler,B,,邱建,,王瑞,37302,0.15642299966816386,0.8495516082001118,06-01-2005,,曾玉珍,王坤,07-24-2021,(0.8866484486022416+0.2111703336914812j),12-21-2010,,2831078141132905886,(0.7718298031279173+0.24046902781322077j),54327843363868133185,4034102283,,False,2001-04-20,17774,A,catch,12-11-2013,99099440511345256461,2007-02-12,upon,8477229737,Nicholas Rocha,26-04-2001,0.3141566616633591,2017-12-06,call,,NO,book,,31/01/31,0.4620703540400959,18-01-2002,,907,,0.14660069202468284,(0.4907963402120139+0.5821437205718722j),False,1765396468,eye,3175982915113037439,cartermichele@example.org,Not found,michelle69@example.org,,,81243,17,(0.8269725194586183+0.8571787839284202j),2014-12-11,smithkaren@example.net,prattruth@example.net,,,75789,,81748259871889334250,(0.8235429244822706+0.6070055871886394j),10-31-2002,A,2012-04-29,0.11118299724759029,59398596789698862094,suddenly,True,6955263612
1998-02-26,2013-04-06,,5212617356,Anthony Robinson,(0.21406747595019393+0.0847636428619678j),17-02-2020,0.4477561163959044,D,13679634047022999814,NO,262,,2022-03-22,11-09-1995,03-12-1998,(0.1504507134055041+0.7990914826863669j),0.587926965024994,NO,,崔倩,高桂香,,,10-16-2023,陈婷婷,D,李玉华,90231,0.6498015050093023,0.4472652964792937,15-01-2002,26-01-2001,马冬梅,蒋雪梅,08-04-2015,(0.7923803957070679+0.19354018706400133j),03-16-2005,,98001472058770956001,(0.9720586334228368+0.31783560463645555j),54267101552347165999,7180193094,,True,30-11-2018,92590,D,592,07-23-2009,91287450856320804187,06/18/2001,929,9047006659,Kathleen Shaw,10-08-1995,0.7873310166199208,1997-02-02,133,11-09-2012,False,,NO,20-07-2004,0.6752450283490835,15-11-2015,,482,23-03-2006,0.34273637508667676,(0.654686112931282+0.06383665096344215j),False,3417919598,344,14707255440403389694,jamie06@example.org,Missing,riverasheila@example.net,B,B,12147,leave,(0.04091231439488807+0.000764150184841661j),2006-12-30,robert82@example.com,jay47@example.org,30-03-2006,,36904,,8492119256621521814,(0.26909525912745025+0.89611978233877j),11-13-2003,C,2023-10-24,0.704436422324236,2539304611920618744,304,True,5133128757
